Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Constituency,Beds,Open 24 Hours,Open Weekends,Operational Status
18814,Armstrong,Western,Kakamega,Mumias,East Wanga,Medical Clinic,Private Practice - Nurse / Midwife,MUMIAS,1,N,Y,Operational
13485,Aro (SDA) Dispensary,Nyanza,Siaya,Bondo,Maranda,Dispensary,Christian Health Association of Kenya,BONDO,10,N,N,Operational
13486,Arombe Dispensary,Nyanza,Migori,Migori,Suba West,Dispensary,Ministry of Health,MIGORI,2,Y,Y,Operational
17705,Arosa Dispensary,Eastern,Marsabit,Moyale,Central,Dispensary,Ministry of Health,SAKU,0,Y,Y,Operational
14214,Arpollo Dispensary,Rift Valley,West Pokot,Pokot Central,Chesegon,Dispensary,Ministry of Health,SIGOR,0,N,N,Operational
14215,Arroket Dispensary,Rift Valley,Bomet,Sotik,Sotik,Dispensary,Private Enterprise (Institution),SOTIK (PART),2,N,Y,Operational
14216,Arror Health Centre,Rift Valley,Elgeyo Marakwet,Marakwet West,Tunyo,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,MARAKWET WEST,34,Y,Y,Operational
12872,Arrow Web Maternity and Nursing Home,Nairobi,Nairobi,Embakasi,Embakasi,Nursing Home,Non-Governmental Organizations,EMBAKASI,14,N,N,Operational
14217,Arsim Lutheran Dispensary,Rift Valley,Samburu,Samburu North,Nyiro,Dispensary,Christian Health Association of Kenya,SAMBURU WEST,8,N,N,Operational
19560,Artisan Dental Laboratory (Nairobi),Nairobi,Nairobi,Starehe,Central,Laboratory (Stand-alone),Private Practice - Unspecified,STAREHE,0,N,Y,Operational
10038,Asantey Clinic,Central,Kiambu,Thika West,Thika Municipality,Medical Clinic,Private Practice - Medical Specialist,JUJA,0,N,N,Operational
13487,Asat Beach Dispensary,Nyanza,Kisumu,Kisumu West,Kombewa,Dispensary,Ministry of Health,KISUMU RURAL,1,N,N,Operational
16783,Asayi Dispensary,Nyanza,Siaya,Gem,Yala,Dispensary,Ministry of Health,GEM,0,N,N,Operational
18039,Asembo Bay Health Clinic (Rarieda),Nyanza,Siaya,Rarieda,Rarieda,Medical Clinic,Private Practice - Clinical Officer,RARIEDA,8,N,Y,Operational
18751,Ash Community Health Centre,Rift Valley,Trans Nzoia,Trans Nzoia West,Kiminini,Dispensary,Non-Governmental Organizations,SABOTI,4,Y,Y,Operational
13294,Ashabito Health Centre,North Eastern,Mandera,Mandera North,Ashabito,Health Centre,Ministry of Health,MANDERA CENTRAL,2,Y,Y,Operational
17524,Ashburn Ohuru Clinic,Nyanza,Siaya,Siaya,Karemo,Medical Clinic,Other Faith Based,ALEGO,0,N,N,Pending Opening
11226,Ashraf Medical Clinic,Coast,Mombasa,Mvita,Island,Medical Clinic,Private Enterprise (Institution),MVITA,0,N,N,Operational
12873,Aski Medical Clinic,Nairobi,Nairobi,Embakasi,Embakasi,Medical Clinic,Private Enterprise (Institution),EMBAKASI,0,Y,Y,Operational
15762,ASN Upendo Village Dispensary,Rift Valley,Nakuru,Naivasha,Naivasha,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,NAIVASHA,0,N,N,Operational
10039,ASPE Medical Clinic,Central,Kiambu,Gatundu North,Kamwangi,Medical Clinic,Private Practice - Nurse / Midwife,GATUNDU NORTH,0,N,N,Operational
19083,Avenue Health Care Ongata Rongai,Rift Valley,Kajiado,Kajiado North,Ongata Rongai,Medical Clinic,Private Practice - General Practitioner,KAJIADO NORTH,0,Y,Y,Operational
12874,Avenue Hospital,Nairobi,Nairobi,Westlands,Westlands,Other Hospital,Private Enterprise (Institution),WESTLANDS,160,Y,Y,Operational
20123,Avenue Hospital Kisumu,Nyanza,Kisumu,Kisumu East,Winam,Other Hospital,Private Enterprise (Institution),KISUMU TOWN EAST,70,Y,Y,Operational
13491,Awasi Mission Dispensary,Nyanza,Kisumu,Nyando,Nyando,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,NYANDO,12,N,N,Operational
18081,Awendo Jiwdendi,Nyanza,Migori,Awendo,Awendo,VCT Centre (Stand-Alone),Non-Governmental Organizations,RONGO,0,N,N,Operational
13492,Awendo Sub-District Hospital,Nyanza,Migori,Awendo,Awendo,Sub-District Hospital,Ministry of Health,RONGO,35,N,N,Operational
18783,Axis Nursing Home,Coast,Mombasa,Mvita,Island,Nursing Home,Private Practice - General Practitioner,MVITA,4,Y,Y,Operational
13296,Ayan Clinic,North Eastern,Garissa,Dadaab,Modogashe,Medical Clinic,Private Practice - Nurse / Midwife,LAGDERA,0,N,N,Not-Operational
11232,Azimio Medical Centre,Coast,Mombasa,Mvita,Island,Medical Clinic,Private Enterprise (Institution),MVITA,0,N,Y,Operational
11938,Azimio Medical Clinic (Meru South),Eastern,Tharaka Nithi,Meru South,Chuka,Medical Clinic,Private Enterprise (Institution),NITHI,0,N,N,Operational
11939,B/Valley (PCEA) Clinic,Eastern,Embu,Embu West,Central,Dispensary,Christian Health Association of Kenya,MANYATTA,0,N,N,Operational
10043,Baari Health Centre,Central,Nyandarua,Nyandarua North,Ndaragwa,Health Centre,Ministry of Health,NDARAGWA,15,Y,Y,Operational
17273,Baawa Community Dispensary,Rift Valley,Samburu,Samburu Central,Lorroki,Dispensary,Private Practice - Unspecified,SAMBURU WEST,0,N,N,Operational
12875,Babadogo (EDARP),Nairobi,Nairobi,Kasarani,Kasarani,VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,KASARANI,0,N,N,Operational
12876,Babadogo Health Centre,Nairobi,Nairobi,Kasarani,Kasarani,Dispensary,Local Authority,KASARANI,0,N,N,Operational
12877,Babadogo Medical Health Centre,Nairobi,Nairobi,Kasarani,Kasarani,Health Centre,Private Enterprise (Institution),KASARANI,0,N,N,Operational
19296,Babito Medical Centre,Nairobi,Nairobi,Kasarani,Ruaraka,Medical Clinic,Private Practice - General Practitioner,KASARANI,0,N,Y,Operational
16477,Badana Dispensary,Eastern,Isiolo,Garbatula,Sericho,Dispensary,Ministry of Health,ISIOLO SOUTH,0,N,Y,Operational
18423,Badan-Rero Dispensary,Eastern,Marsabit,Sololo,Obbu,Dispensary,Ministry of Health,MOYALE,0,N,Y,Operational
11940,Badassa Dispensary,Eastern,Marsabit,Marsabit,Gadamoji,Dispensary,Ministry of Health,SAKU,0,N,N,Operational
17586,Badilika VCT,Nyanza,Homa Bay,Rachuonyo South,Kabondo,VCT Centre (Stand-Alone),Non-Governmental Organizations,KASIPUL/KABONDO,0,N,N,Operational
19604,Badri Medical Clinic,Coast,Mombasa,Kisauni,Nyali,Medical Clinic,Private Practice - Unspecified,KISAUNI,0,N,Y,Operational
11233,Badria Medical Clinic,Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Practice - Clinical Officer,KISAUNI,3,N,Y,Operational
19557,Bafana Medical Centre,Nairobi,Nairobi,Westlands,Kangemi,Medical Clinic,Private Enterprise (Institution),WESTLANDS,0,N,Y,Operational
14222,Bagaria Dispensary,Rift Valley,Nakuru,Njoro,Lare,Dispensary,Ministry of Health,MOLO,0,N,N,Operational
11240,Bamburi Medicare,Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Enterprise (Institution),KISAUNI,0,Y,Y,Operational
16297,Banadir Clinic,North Eastern,Mandera,Mandera East,Central,Medical Clinic,Private Enterprise (Institution),MANDERA EAST,0,N,N,Operational
13494,Bande Dispensary,Nyanza,Migori,Nyatike,Nyatike,Dispensary,Ministry of Health,NYATIKE,2,Y,Y,Operational
11242,Bangali Dispensary,Coast,Tana River,Bura,Bangali,Dispensary,Ministry of Health,BURA,1,N,N,Operational
17074,Bangali Nomadic,Coast,Tana River,Bura,Bangali,Dispensary,Ministry of Health,BURA,0,N,Y,Operational
14225,Bangii Medical Clinic,Rift Valley,Nakuru,Nakuru,Municipality,Medical Clinic,Private Enterprise (Institution),NAKURU TOWN,0,N,N,Operational
13300,Banisa Health Centre,North Eastern,Mandera,Banisa,Banisa,Health Centre,Ministry of Health,MANDERA WEST,3,Y,Y,Operational
14226,Banita Dispensary,Rift Valley,Nakuru,Rongai,Mbogoine,Dispensary,Ministry of Health,RONGAI,0,N,Y,Operational
15805,Banja Health Centre,Western,Vihiga,Hamisi,Tambua,Health Centre,Ministry of Health,HAMISI,5,Y,Y,Operational
19428,Bans Optical (Nairobi),Nairobi,Nairobi,Starehe,Central,Eye Centre,Private Practice - Unspecified,STAREHE,0,N,N,Operational
11243,Baobab Clinic - Bamburi Cement,Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Enterprise (Institution),KISAUNI,0,N,N,Operational
17871,Baobab Medical Clinic,Coast,Kilifi,Kaloleni,Mariakani,Medical Clinic,Private Practice - Clinical Officer,KALOLENI,0,Y,Y,Operational
11244,Baolala Dispensary,Coast,Kilifi,Malindi,Malindi,Dispensary,Ministry of Health,MALINDI,0,N,Y,Operational
13495,Bar Achuth Dispensary,Nyanza,Siaya,Ugenya,Ukwala,Dispensary,Ministry of Health,UGENYA,4,N,N,Operational
13496,Bar Agulu Dispensary,Nyanza,Siaya,Siaya,Karemo,Dispensary,Ministry of Health,ALEGO,0,N,N,Operational
13497,Bar Aluru Dispensary (Rarieda),Nyanza,Siaya,Rarieda,Rarieda,Dispensary,Ministry of Health,RARIEDA,0,N,N,Operational
18468,Bar Hostess Empowerment Support Program VCT,Nairobi,Nairobi,Kasarani,Kasarani,VCT Centre (Stand-Alone),Non-Governmental Organizations,KASARANI,0,N,Y,Operational
13498,Bar Korwa Dispensary,Nyanza,Kisumu,Kisumu West,Kombewa,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,KISUMU RURAL,7,Y,Y,Operational
16784,Bar Ndege Dispensary,Nyanza,Siaya,Ugenya,Ukwala,Dispensary,Ministry of Health,UGENYA,4,N,N,Operational
13499,Bar Olengo Dispensary,Nyanza,Siaya,Siaya,Karemo,Dispensary,Ministry of Health,ALEGO,,N,N,Operational
14227,Baragoi Catholic Dispensary,Rift Valley,Samburu,Samburu North,Baragoi,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,SAMBURU WEST,1,N,N,Operational
14228,Baragoi Sub-District Hospital,Rift Valley,Samburu,Samburu North,Baragoi,Sub-District Hospital,Ministry of Health,SAMBURU WEST,30,Y,Y,Operational
11942,Baragu Health Centre,Eastern,Tharaka Nithi,Maara,Mwimbi,Health Centre,Ministry of Health,NITHI,5,Y,Y,Operational
10046,Baragwi Maternity Home,Central,Kirinyaga,Kirinyaga East,Gichugu,Nursing Home,Private Enterprise (Institution),GICHUGU,0,N,N,Not-Operational
17302,Bararget Dispensary,Rift Valley,Nakuru,Kuresoi,Keringet,Dispensary,Ministry of Health,KURESOI,0,N,N,Operational
17218,Baraton,Rift Valley,Nandi,Nandi Central,Kapsabet,VCT Centre (Stand-Alone),Non-Governmental Organizations,MOSOP,0,N,N,Operational
14232,Baraton Mch,Rift Valley,Nandi,Nandi Central,Kapsabet,Dispensary,Academic (if registered),EMGWEN,0,N,N,Operational
11946,Barazani Medical Clinic,Eastern,Makueni,Nzaui,mbitini,Dispensary,Private Practice - General Practitioner,MAKUENI,0,Y,Y,Operational
18396,Barding Dispensary,Nyanza,Siaya,Siaya,Karemo,Dispensary,Ministry of Health,ALEGO,0,N,N,Operational
18381,Bargain Medical Clinic,Rift Valley,Nakuru,Nakuru,Nakuru Munincipal,Medical Clinic,Private Practice - Clinical Officer,NAKURU TOWN,0,Y,Y,Operational
11247,Bargoni Nys Dispensary,Coast,Lamu,Lamu West,Hindi,Dispensary,Ministry of Health,LAMU WEST,0,N,N,Operational
10048,Baricho Catholic Health Centre,Central,Kirinyaga,Kirinyaga West,Ndia,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,NDIA,6,N,N,Operational
11248,Baricho Dispensary (Malindi),Coast,Kilifi,Magarini,Marafa,Dispensary,Ministry of Health,MAGARINI,0,N,N,Operational
10049,Baricho Health Centre,Central,Kirinyaga,Kirinyaga West,Ndia,Health Centre,Ministry of Health,NDIA,7,Y,Y,Operational
17352,Barnet Memorial Hospital,Rift Valley,Baringo,Baringo Central,Kabarnet,Other Hospital,Private Enterprise (Institution),BARINGO CENTRAL,17,Y,Y,Operational
14234,Barotion (AIC) Dispensary,Rift Valley,Kericho,Londiani,Londiani,Dispensary,Ministry of Health,SOTIK (PART),4,N,N,Operational
14235,Barpello Dispensary,Rift Valley,Baringo,East Pokot,Kolowa,Dispensary,Ministry of Health,BARINGO EAST,8,N,N,Operational
14236,Barsaloi Catholic Dispensary,Rift Valley,Samburu,Samburu Central,Kirisia,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,SAMBURU WEST,6,N,N,Operational
14237,Barsaloi GK Dispensary,Rift Valley,Samburu,Samburu Central,Kirisia,Dispensary,Ministry of Health,SAMBURU WEST,0,N,N,Operational
16785,Bar-Sauri Dispensry,Nyanza,Siaya,Gem,Yala,Health Centre,Ministry of Health,GEM,0,N,Y,Operational
17056,Barsemoi Dispensary,Rift Valley,Baringo,Marigat,Marigat,Dispensary,Ministry of Health,BARINGO CENTRAL,0,N,N,Pending Opening
18071,Barsheba Medical Clinic,Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Practice - Clinical Officer,KISAUNI,5,Y,Y,Operational
14238,Barsiele Dispensary,Rift Valley,Kericho,Kipkelion,Londiani,Dispensary,Private Enterprise (Institution),KIPKELION,0,N,N,Not-Operational
14239,Barsombe Dispensary,Rift Valley,Uasin Gishu,Eldoret West,Soy,Dispensary,Ministry of Health,ELDORET NORTH,0,N,N,Operational
14240,Barsombe Dispensary (Turbo),Rift Valley,Uasin Gishu,Eldoret West,Turbo,Dispensary,Ministry of Health,ELDORET NORTH,0,N,N,Operational
14241,Bartabwa Dispensary,Rift Valley,Baringo,Baringo North,Bartabwa,Dispensary,Ministry of Health,BARINGO NORTH,0,N,N,Operational
14242,Bartolimo Dispensary,Rift Valley,Baringo,Baringo North,Kipsaraman,Dispensary,Ministry of Health,BARINGO NORTH,0,N,N,Operational
17793,Barut Dispensary,Rift Valley,Nakuru,Nakuru,Barut,Dispensary,Local Authority,NAKURU TOWN,0,N,N,Operational
13301,Barwaqo Clinic,North Eastern,Wajir,Wajir East,Central,Medical Clinic,Private Enterprise (Institution),WAJIR EAST,0,N,Y,Operational
14247,Benmac Clinic,Rift Valley,Nakuru,Njoro,Njoro,Medical Clinic,Private Enterprise (Institution),MOLO,0,N,N,Operational
10056,Bennedict XVI Dispensary,Central,Nyandarua,Nyandarua North,Municipality,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,LAIKIPIA WEST,0,N,N,Operational
16695,Benon Dispensary,Rift Valley,Trans Nzoia,Trans Nzoia East,Cherangany,Dispensary,Ministry of Health,CHERANGANI,0,N,N,Operational
13501,Benrose Clinic,Nyanza,Homa Bay,Homa Bay,Asego,Medical Clinic,Private Enterprise (Institution),RANGWE,0,N,N,Operational
10057,Bens Labs,Central,Kirinyaga,Kirinyaga Central,Ndia,Laboratory (Stand-alone),Private Enterprise (Institution),NDIA,0,N,N,Operational
17270,Bensu Health Care Medical Clinic,Eastern,Meru,Igembe South,Igembe Central,Medical Clinic,Private Practice - Nurse / Midwife,IGEMBE,0,Y,Y,Operational
19873,Best Healthlife Clinic,Rift Valley,Uasin Gishu,Wareng,,Medical Clinic,Private Enterprise (Institution),ELDORET SOUTH,3,N,N,Operational
10058,Beta Care Nursing Home,Central,Kiambu,Githunguri,Githunguri,Nursing Home,Private Enterprise (Institution),GITHUNGURI,0,N,N,Operational
16533,Beta Medical & Skin Clinic,Coast,Mombasa,Kisauni,Island,Medical Clinic,Private Enterprise (Institution),KISAUNI,0,N,Y,Operational
17542,Bethania Clinic,Rift Valley,Nakuru,Gilgil,Elementeita,Nursing Home,Private Practice - Nurse / Midwife,NAIVASHA,8,Y,Y,Operational
10059,Bethany Clinic,Central,Kirinyaga,Kirinyaga West,Central,Medical Clinic,Private Practice - Clinical Officer,KERUGOYA/KUTUS,0,N,N,Operational
10060,Bethany Family Clinic,Central,Nyeri,Kieni West,Kieni West,Medical Clinic,Private Practice - Nurse / Midwife,KIENI,0,N,N,Operational
17432,Bethany Health Services Clinic,Eastern,Makueni,Nzaui,Kalamba,Dispensary,Private Practice - Nurse / Midwife,MAKUENI,0,Y,Y,Operational
12882,Bethel Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Enterprise (Institution),STAREHE,0,N,N,Operational
14249,Bethel Faith Dispensary,Rift Valley,Kericho,Kipkelion,Londiani,Dispensary,Ministry of Health,KIPKELION,0,N,N,Not-Operational
10061,Bethel Medical Clinic,Central,Kiambu,Ruiru,Ruiru,Medical Clinic,Private Practice - Nurse / Midwife,JUJA,0,N,N,Operational
14250,Bethelm Clinic,Rift Valley,Kajiado,Kajiado North,Ngong,Medical Clinic,Private Practice - General Practitioner,KAJIADO NORTH,0,N,Y,Operational
18935,Bethezda Medical Clinic,Rift Valley,Nandi,Nandi East,Kaplelmet,Medical Clinic,Private Practice - Clinical Officer,TINDERET,0,Y,Y,Operational
14251,Bethsaida (AIC) Clinic (Nakuru),Rift Valley,Nakuru,Nakuru,Municipality,Dispensary,Christian Health Association of Kenya,NAKURU TOWN,0,N,Y,Operational
10063,Bethsaida (PCEA) Dispensary (Nyeri),Central,Nyeri,Kieni East,Kieni West,Dispensary,Christian Health Association of Kenya,KIENI,0,N,N,Operational
19921,Bethsaida Catholic Dispensary,Central,Kiambu,Kiambu,Kiambaa,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,KIAMBAA,0,N,Y,Operational
17777,Bethsaida CFW Bamako,Central,Kirinyaga,Kirinyaga West,Ndia West,Dispensary,Non-Governmental Organizations,NDIA,0,N,N,Operational
10064,Bethsaida Clinic (Kirinyaga-Gathiga),Central,Kirinyaga,Kirinyaga South,Mwea,Medical Clinic,Private Enterprise (Institution),MWEA,0,N,N,Not-Operational
10065,Bethsaida Clinic (Kirinyaga-Thiba),Central,Kirinyaga,Kirinyaga South,Mwea,Medical Clinic,Private Enterprise (Institution),MWEA,0,N,N,Not-Operational
18932,Bethsaida Grand Cure Clinic,Eastern,Tharaka Nithi,Maara,Muthambi,Medical Clinic,Private Practice - Nurse / Midwife,THARAKA,0,N,Y,Operational
19051,Bethsaida Grandcure Medical Clinic,Eastern,Tharaka Nithi,Maara,Muthambi,Medical Clinic,Private Practice - Nurse / Midwife,THARAKA,0,N,Y,Operational
11950,Bisan Biliqo Dispensary,Eastern,Isiolo,Merti,Merti,Dispensary,Ministry of Health,ISIOLO NORTH,2,N,N,Operational
11955,Bishop Kioko Catholic Hospital,Eastern,Machakos,Machakos,Central,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,MACHAKOS TOWN,125,Y,Y,Operational
14259,Bisil Health Centre,Rift Valley,Kajiado,Kajiado Central,Namanga,Health Centre,Ministry of Health,KAJIADO CENTRAL,11,Y,Y,Operational
16311,Bismillahi Medical Clinic,North Eastern,Mandera,Mandera East,Central,Medical Clinic,Private Enterprise (Institution),MANDERA EAST,0,N,N,Operational
19167,Bismillahi Medical Clinic (Garissa),North Eastern,Garissa,Garissa,,Medical Clinic,Private Practice - Nurse / Midwife,DUJIS,0,N,Y,Operational
13502,Bitare Dispensary,Nyanza,Kisii,Kisii South,Suneka,Dispensary,Ministry of Health,BONCHARI,0,N,N,Operational
17193,Bituyu Dispensary,Western,Bungoma,Kimilili Bungoma,Kimilili,Dispensary,Ministry of Health,KIMILILI,1,N,N,Operational
13306,Biyamadhow Health Centre,North Eastern,Wajir,Habaswein,Benane,Health Centre,Ministry of Health,WAJIR SOUTH,0,N,N,Operational
10072,Blessed Louis Palazzolo Health Centre,Central,Kiambu,Kiambu,Kiambaa,Health Centre,Other Faith Based,KIAMBAA,0,N,N,Operational
19514,Blessed Medical Clinic,Nairobi,Nairobi,Langata,Langata,Medical Clinic,Private Enterprise (Institution),LANG'ATA,0,N,Y,Operational
18180,Blue Haven Medical Clinic,Central,Kiambu,Ruiru,Githurai,Medical Clinic,Private Practice - Clinical Officer,JUJA,0,N,Y,Operational
12885,Blue House Dispensary,Nairobi,Nairobi,Kamukunji,Eastleigh North,Dispensary,Non-Governmental Organizations,KAMUKUNJI,0,N,N,Operational
13307,Blue Light Nursing Home,North Eastern,Mandera,Mandera East,Central,Nursing Home,Private Enterprise (Institution),MANDERA EAST,15,N,N,Operational
10073,Blue Line Clinic,Central,Kirinyaga,Kirinyaga Central,Central,Medical Clinic,Private Practice - General Practitioner,KERUGOYA/KUTUS,0,N,N,Operational
19016,Blue Nile Medical Clinic,Coast,Kilifi,Bahari,Bahari,Medical Clinic,Private Practice - Nurse / Midwife,BAHARI,0,N,Y,Operational
18837,Bluebells Medical Clinic,Eastern,Machakos,Machakos,mlolongo,Medical Clinic,Private Practice - Nurse / Midwife,KATHIANI,0,N,Y,Operational
17609,Blueturtle,Eastern,Kitui,Mutomo,Ikanga,Medical Clinic,Private Practice - Nurse / Midwife,KITUI SOUTH,0,N,N,Operational
19144,Boarder Medical Clinic Namanga,Rift Valley,Kajiado,Kajiado Central,Namanga,Medical Clinic,Private Practice - General Practitioner,KAJIADO CENTRAL,0,N,Y,Operational
19561,Bodaki Health Centre,Nairobi,Nairobi,Westlands,Kangemi,Health Centre,Private Practice - Medical Specialist,WESTLANDS,0,N,Y,Operational
18805,Bodaki Medical Clinic,Nairobi,Nairobi,Dagoretti,Kawangware,Medical Clinic,Private Practice - Nurse / Midwife,DAGORETI,4,Y,Y,Operational
16558,Boddu Pharmacy Ltd,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NORTH IMENTI,0,N,N,Operational
13308,Bodhai Dispensary,North Eastern,Garissa,Hulugho,Bodhai,Dispensary,Ministry of Health,IJARA,0,Y,Y,Operational
13503,Bodi Health Centre,Nyanza,Kisumu,Kisumu West,Kombewa,Health Centre,Ministry of Health,KISUMU RURAL,5,Y,Y,Operational
11253,Bofu Dispensary,Coast,Kwale,Kinango,Kasemeni,Dispensary,Ministry of Health,KINANGO,0,N,N,Operational
13504,Bogwendo Dispensary,Nyanza,Nyamira,Manga,Magombo,Dispensary,Ministry of Health,KITUTU MASABA,1,N,N,Operational
14265,Bondeni Maternity,Rift Valley,Nakuru,Nakuru,Municipality,Maternity Home,Ministry of Health,NAKURU TOWN,20,Y,Y,Operational
13507,Bondo District Hospital,Nyanza,Siaya,Bondo,Maranda,District Hospital,Ministry of Health,BONDO,49,Y,Y,Operational
